,name,url,country,Geography,Population (millions),Region,revision_id,article_quality
3690,Kiptarus Arap Kirior,https://en.wikipedia.org/wiki/Kiptarus_Arap_Kirior,Kenya,Kenya,54.0,EASTERN AFRICA,1102384062,Stub
3691,Samuel Kivuitu,https://en.wikipedia.org/wiki/Samuel_Kivuitu,Kenya,Kenya,54.0,EASTERN AFRICA,981622643,Stub
3692,Margaret Kobia,https://en.wikipedia.org/wiki/Margaret_Kobia,Kenya,Kenya,54.0,EASTERN AFRICA,1091079706,C
3693,Willy Komen (politician),https://en.wikipedia.org/wiki/Willy_Komen_(politician),Kenya,Kenya,54.0,EASTERN AFRICA,1109584326,Start
3694,Sara Korere,https://en.wikipedia.org/wiki/Sara_Korere,Kenya,Kenya,54.0,EASTERN AFRICA,957120989,Start
3695,Nixon Kiprotich Korir,https://en.wikipedia.org/wiki/Nixon_Kiprotich_Korir,Kenya,Kenya,54.0,EASTERN AFRICA,1115039347,Start
3696,Kipsengeret Koros,https://en.wikipedia.org/wiki/Kipsengeret_Koros,Kenya,Kenya,54.0,EASTERN AFRICA,1096575212,Stub
3697,Davidson Ngibuini Kuguru,https://en.wikipedia.org/wiki/Davidson_Ngibuini_Kuguru,Kenya,Kenya,54.0,EASTERN AFRICA,719237570,Stub
3698,Olekina Ledama,https://en.wikipedia.org/wiki/Olekina_Ledama,Kenya,Kenya,54.0,EASTERN AFRICA,1104757518,Start
3699,Augustine Lotodo,https://en.wikipedia.org/wiki/Augustine_Lotodo,Kenya,Kenya,54.0,EASTERN AFRICA,1047038820,Stub
3700,Ciokaraine M'Barungu,https://en.wikipedia.org/wiki/Ciokaraine_M'Barungu,Kenya,Kenya,54.0,EASTERN AFRICA,1050937193,Start
3701,Cleopa Kilonzo Mailu,https://en.wikipedia.org/wiki/Cleopa_Kilonzo_Mailu,Kenya,Kenya,54.0,EASTERN AFRICA,1113754638,Start
3702,Betty Maina,https://en.wikipedia.org/wiki/Betty_Maina,Kenya,Kenya,54.0,EASTERN AFRICA,1023980701,Stub
3703,Richard Makenga,https://en.wikipedia.org/wiki/Richard_Makenga,Kenya,Kenya,54.0,EASTERN AFRICA,1105689993,Stub
3704,Maurice S. Makhanu,https://en.wikipedia.org/wiki/Maurice_S._Makhanu,Kenya,Kenya,54.0,EASTERN AFRICA,1040404279,Stub
3705,Marere wa Mwachai,https://en.wikipedia.org/wiki/Marere_wa_Mwachai,Kenya,Kenya,54.0,EASTERN AFRICA,992005717,Start
3706,Sylvanus Maritim,https://en.wikipedia.org/wiki/Sylvanus_Maritim,Kenya,Kenya,54.0,EASTERN AFRICA,1110579499,Stub
3707,Mark Lomunokol,https://en.wikipedia.org/wiki/Mark_Lomunokol,Kenya,Kenya,54.0,EASTERN AFRICA,1107325486,Stub
3708,Jael Mbogo,https://en.wikipedia.org/wiki/Jael_Mbogo,Kenya,Kenya,54.0,EASTERN AFRICA,1097618386,Stub
3709,Kinuthia Mbugua,https://en.wikipedia.org/wiki/Kinuthia_Mbugua,Kenya,Kenya,54.0,EASTERN AFRICA,1100202064,Start
3710,Julius Kibiwott Melly,https://en.wikipedia.org/wiki/Julius_Kibiwott_Melly,Kenya,Kenya,54.0,EASTERN AFRICA,952727230,Stub
3711,Kibiwott Munge,https://en.wikipedia.org/wiki/Kibiwott_Munge,Kenya,Kenya,54.0,EASTERN AFRICA,1088262691,Stub
3712,Kinuthia Murugu,https://en.wikipedia.org/wiki/Kinuthia_Murugu,Kenya,Kenya,54.0,EASTERN AFRICA,882944475,Start
3713,Amram Musungu,https://en.wikipedia.org/wiki/Amram_Musungu,Kenya,Kenya,54.0,EASTERN AFRICA,986544866,Start
3714,Chelagat Mutai,https://en.wikipedia.org/wiki/Chelagat_Mutai,Kenya,Kenya,54.0,EASTERN AFRICA,1107225812,Start
3715,Francis Muthaura,https://en.wikipedia.org/wiki/Francis_Muthaura,Kenya,Kenya,54.0,EASTERN AFRICA,1081172979,Start
3716,Kassim Mwamzandi,https://en.wikipedia.org/wiki/Kassim_Mwamzandi,Kenya,Kenya,54.0,EASTERN AFRICA,908014009,Stub
3717,John Harun Mwau,https://en.wikipedia.org/wiki/John_Harun_Mwau,Kenya,Kenya,54.0,EASTERN AFRICA,1106642901,C
3718,Anne Kananu,https://en.wikipedia.org/wiki/Anne_Kananu,Kenya,Kenya,54.0,EASTERN AFRICA,1106673774,Start
3719,Gunga Mwinga,https://en.wikipedia.org/wiki/Gunga_Mwinga,Kenya,Kenya,54.0,EASTERN AFRICA,1103930633,Stub
3720,Gideon Mwiti,https://en.wikipedia.org/wiki/Gideon_Mwiti,Kenya,Kenya,54.0,EASTERN AFRICA,1084421293,Stub
3721,Tiras Nyingi Ngahu,https://en.wikipedia.org/wiki/Tiras_Nyingi_Ngahu,Kenya,Kenya,54.0,EASTERN AFRICA,1073684937,Stub
3722,Onesmas Ngunjiri,https://en.wikipedia.org/wiki/Onesmas_Ngunjiri,Kenya,Kenya,54.0,EASTERN AFRICA,1107657158,Stub
3723,Gitau wa Njenga,https://en.wikipedia.org/wiki/Gitau_wa_Njenga,Kenya,Kenya,54.0,EASTERN AFRICA,1106140473,Start
3724,James Njiru,https://en.wikipedia.org/wiki/James_Njiru,Kenya,Kenya,54.0,EASTERN AFRICA,1099165153,Stub
3725,Stanley Nyagah,https://en.wikipedia.org/wiki/Stanley_Nyagah,Kenya,Kenya,54.0,EASTERN AFRICA,1115113900,Start
3726,Ndindi Nyoro,https://en.wikipedia.org/wiki/Ndindi_Nyoro,Kenya,Kenya,54.0,EASTERN AFRICA,1114726094,C
3727,Malik Obama,https://en.wikipedia.org/wiki/Malik_Obama,Kenya,Kenya,54.0,EASTERN AFRICA,1115267227,C
3728,Ahmed Abdi Ogle,https://en.wikipedia.org/wiki/Ahmed_Abdi_Ogle,Kenya,Kenya,54.0,EASTERN AFRICA,1022603728,Stub
3729,Moses ole Sakuda,https://en.wikipedia.org/wiki/Moses_ole_Sakuda,Kenya,Kenya,54.0,EASTERN AFRICA,1111700581,Stub
3730,William Odongo Omamo,https://en.wikipedia.org/wiki/William_Odongo_Omamo,Kenya,Kenya,54.0,EASTERN AFRICA,1096669223,C
3731,Elijah Omolo Agar,https://en.wikipedia.org/wiki/Elijah_Omolo_Agar,Kenya,Kenya,54.0,EASTERN AFRICA,999136727,Stub
3732,Ruth Oniang'o,https://en.wikipedia.org/wiki/Ruth_Oniang'o,Kenya,Kenya,54.0,EASTERN AFRICA,1113462961,C
3733,John Owino,https://en.wikipedia.org/wiki/John_Owino,Kenya,Kenya,54.0,EASTERN AFRICA,1104178485,Start
3734,Joshua Aduma Owuor,https://en.wikipedia.org/wiki/Joshua_Aduma_Owuor,Kenya,Kenya,54.0,EASTERN AFRICA,1110701072,Stub
3735,Ali Roba,https://en.wikipedia.org/wiki/Ali_Roba,Kenya,Kenya,54.0,EASTERN AFRICA,1104436466,Start
3736,Wesley K. Rono,https://en.wikipedia.org/wiki/Wesley_K._Rono,Kenya,Kenya,54.0,EASTERN AFRICA,1024793476,Stub
3737,Ibrahim A. Saney,https://en.wikipedia.org/wiki/Ibrahim_A._Saney,Kenya,Kenya,54.0,EASTERN AFRICA,936774371,Stub
3738,Kimaiyo Sego,https://en.wikipedia.org/wiki/Kimaiyo_Sego,Kenya,Kenya,54.0,EASTERN AFRICA,1095169588,C
3739,Cornelly Serem,https://en.wikipedia.org/wiki/Cornelly_Serem,Kenya,Kenya,54.0,EASTERN AFRICA,1104178472,Stub
3740,Lawrence Sifuna,https://en.wikipedia.org/wiki/Lawrence_Sifuna,Kenya,Kenya,54.0,EASTERN AFRICA,1021451109,Stub
3741,Elijah K. Sumbeiywo,https://en.wikipedia.org/wiki/Elijah_K._Sumbeiywo,Kenya,Kenya,54.0,EASTERN AFRICA,1035136688,Stub
3742,Harry Thuku,https://en.wikipedia.org/wiki/Harry_Thuku,Kenya,Kenya,54.0,EASTERN AFRICA,1098192265,C
3743,Quincy Timberlake,https://en.wikipedia.org/wiki/Quincy_Timberlake,Kenya,Kenya,54.0,EASTERN AFRICA,1103733442,B
3744,Lilian Tomitom,https://en.wikipedia.org/wiki/Lilian_Tomitom,Kenya,Kenya,54.0,EASTERN AFRICA,1022602552,Stub
3745,Tecla Tum,https://en.wikipedia.org/wiki/Tecla_Tum,Kenya,Kenya,54.0,EASTERN AFRICA,1022297944,Stub
3746,Benedict Wachira,https://en.wikipedia.org/wiki/Benedict_Wachira,Kenya,Kenya,54.0,EASTERN AFRICA,1099442981,Start
3747,Machel Waikenda,https://en.wikipedia.org/wiki/Machel_Waikenda,Kenya,Kenya,54.0,EASTERN AFRICA,1093095800,C
3748,Nzioka Waita,https://en.wikipedia.org/wiki/Nzioka_Waita,Kenya,Kenya,54.0,EASTERN AFRICA,973097520,GA
3749,Judi Wakhungu,https://en.wikipedia.org/wiki/Judi_Wakhungu,Kenya,Kenya,54.0,EASTERN AFRICA,1091836049,Start
3750,Emmanuel Wangwe,https://en.wikipedia.org/wiki/Emmanuel_Wangwe,Kenya,Kenya,54.0,EASTERN AFRICA,1066948595,Stub
3751,Hassan Wario,https://en.wikipedia.org/wiki/Hassan_Wario,Kenya,Kenya,54.0,EASTERN AFRICA,1104540744,Start
3752,Choe Won-taek,https://en.wikipedia.org/wiki/Choe_Won-taek,"Korea, North","Korea, North",26.1,EAST ASIA,1088856746,Start
3753,Han Kil-son,https://en.wikipedia.org/wiki/Han_Kil-son,"Korea, North","Korea, North",26.1,EAST ASIA,994397996,Stub
3754,Ho Ka-i,https://en.wikipedia.org/wiki/Ho_Ka-i,"Korea, North","Korea, North",26.1,EAST ASIA,1110416586,GA
3755,Kim Jo-guk,https://en.wikipedia.org/wiki/Kim_Jo-guk,"Korea, North","Korea, North",26.1,EAST ASIA,1111681831,Stub
3756,Jo Yon-jun,https://en.wikipedia.org/wiki/Jo_Yon-jun,"Korea, North","Korea, North",26.1,EAST ASIA,1070147185,Stub
3757,Jon Hui-jong,https://en.wikipedia.org/wiki/Jon_Hui-jong,"Korea, North","Korea, North",26.1,EAST ASIA,1104639977,Stub
3758,Jong Chun-sil,https://en.wikipedia.org/wiki/Jong_Chun-sil,"Korea, North","Korea, North",26.1,EAST ASIA,1106784625,B
3759,Kang Hyong-bong,https://en.wikipedia.org/wiki/Kang_Hyong-bong,"Korea, North","Korea, North",26.1,EAST ASIA,1111471366,Stub
3760,Kang Ki-sop,https://en.wikipedia.org/wiki/Kang_Ki-sop,"Korea, North","Korea, North",26.1,EAST ASIA,1111471386,Stub
3761,Kang Kwan-il,https://en.wikipedia.org/wiki/Kang_Kwan-il,"Korea, North","Korea, North",26.1,EAST ASIA,1111471392,Stub
3762,Kang Kwan-ju,https://en.wikipedia.org/wiki/Kang_Kwan-ju,"Korea, North","Korea, North",26.1,EAST ASIA,1111471405,Start
3763,Kang Min-chol,https://en.wikipedia.org/wiki/Kang_Min-chol,"Korea, North","Korea, North",26.1,EAST ASIA,1111471431,Start
3764,Kang Mun-sok,https://en.wikipedia.org/wiki/Kang_Mun-sok,"Korea, North","Korea, North",26.1,EAST ASIA,1102258427,Start
3765,Kang Nung-su,https://en.wikipedia.org/wiki/Kang_Nung-su,"Korea, North","Korea, North",26.1,EAST ASIA,987463816,C
3766,Kang Phyo-yong,https://en.wikipedia.org/wiki/Kang_Phyo-yong,"Korea, North","Korea, North",26.1,EAST ASIA,1106858161,Stub
3767,Kang Tong-yun,https://en.wikipedia.org/wiki/Kang_Tong-yun,"Korea, North","Korea, North",26.1,EAST ASIA,1111471471,C
3768,Kang Yong-sop,https://en.wikipedia.org/wiki/Kang_Yong-sop,"Korea, North","Korea, North",26.1,EAST ASIA,1111471503,Start
3769,Kim Chon-hae,https://en.wikipedia.org/wiki/Kim_Chon-hae,"Korea, North","Korea, North",26.1,EAST ASIA,1011882896,Start
3770,Kim Il-chol,https://en.wikipedia.org/wiki/Kim_Il-chol,"Korea, North","Korea, North",26.1,EAST ASIA,1110841986,Start
3771,Kim Pong-chol,https://en.wikipedia.org/wiki/Kim_Pong-chol,"Korea, North","Korea, North",26.1,EAST ASIA,987289456,Start
3772,Kim Rak-gyom,https://en.wikipedia.org/wiki/Kim_Rak-gyom,"Korea, North","Korea, North",26.1,EAST ASIA,1078662180,Start
3773,Kim Ung,https://en.wikipedia.org/wiki/Kim_Ung,"Korea, North","Korea, North",26.1,EAST ASIA,1111191028,Start
3774,Kim Yong-ju,https://en.wikipedia.org/wiki/Kim_Yong-ju,"Korea, North","Korea, North",26.1,EAST ASIA,1100241392,C
3775,O Sang-hon,https://en.wikipedia.org/wiki/O_Sang-hon,"Korea, North","Korea, North",26.1,EAST ASIA,901843863,Stub
3776,Pak Chun-hwa,https://en.wikipedia.org/wiki/Pak_Chun-hwa,"Korea, North","Korea, North",26.1,EAST ASIA,994400474,Stub
3777,Pak Myong-chol,https://en.wikipedia.org/wiki/Pak_Myong-chol,"Korea, North","Korea, North",26.1,EAST ASIA,1070146029,Start
3778,Pak Yong-il,https://en.wikipedia.org/wiki/Pak_Yong-il,"Korea, North","Korea, North",26.1,EAST ASIA,1111339203,Stub
3779,Pak Yong-sun (politician),https://en.wikipedia.org/wiki/Pak_Yong-sun_(politician),"Korea, North","Korea, North",26.1,EAST ASIA,1067086108,B
3780,Ri Hi-yong,https://en.wikipedia.org/wiki/Ri_Hi-yong,"Korea, North","Korea, North",26.1,EAST ASIA,1092539237,Stub
3781,Ri Man-gon,https://en.wikipedia.org/wiki/Ri_Man-gon,"Korea, North","Korea, North",26.1,EAST ASIA,1070145508,Start
3782,Ri Pyong-chol,https://en.wikipedia.org/wiki/Ri_Pyong-chol,"Korea, North","Korea, North",26.1,EAST ASIA,1098010868,Start
3783,Ri Yong-mu,https://en.wikipedia.org/wiki/Ri_Yong-mu,"Korea, North","Korea, North",26.1,EAST ASIA,1091894749,Start
3784,Kang Sun-nam,https://en.wikipedia.org/wiki/Kang_Sun-nam,"Korea, North","Korea, North",26.1,EAST ASIA,0,N/A
3785,Sung Jusik,https://en.wikipedia.org/wiki/Sung_Jusik,"Korea, North","Korea, North",26.1,EAST ASIA,1028731483,Stub
3786,Yang Bin (businessman),https://en.wikipedia.org/wiki/Yang_Bin_(businessman),"Korea, North","Korea, North",26.1,EAST ASIA,1061877239,Start
3787,Yun Jong-rin,https://en.wikipedia.org/wiki/Yun_Jong-rin,"Korea, North","Korea, North",26.1,EAST ASIA,1001811053,Stub
3788,An Kyung-duk,https://en.wikipedia.org/wiki/An_Kyung-duk,"Korea, South","Korea, South",51.6,EAST ASIA,1096123862,Start
3789,Cha Myong-jin,https://en.wikipedia.org/wiki/Cha_Myong-jin,"Korea, South","Korea, South",51.6,EAST ASIA,1100607349,GA
3790,Chang Sŏng-man,https://en.wikipedia.org/wiki/Chang_Sŏng-man,"Korea, South","Korea, South",51.6,EAST ASIA,1064138686,C
3791,Chang Jung-sook,https://en.wikipedia.org/wiki/Chang_Jung-sook,"Korea, South","Korea, South",51.6,EAST ASIA,1100655455,C
3792,Cho Hyun-ok,https://en.wikipedia.org/wiki/Cho_Hyun-ok,"Korea, South","Korea, South",51.6,EAST ASIA,1085298359,Start
3793,Cho Soon,https://en.wikipedia.org/wiki/Cho_Soon,"Korea, South","Korea, South",51.6,EAST ASIA,1113633066,Stub
3794,Choi Bae-geun,https://en.wikipedia.org/wiki/Choi_Bae-geun,"Korea, South","Korea, South",51.6,EAST ASIA,1064134933,C
3795,Choi Gyung-hwan,https://en.wikipedia.org/wiki/Choi_Gyung-hwan,"Korea, South","Korea, South",51.6,EAST ASIA,1064133524,C
3796,Choi Hye-young,https://en.wikipedia.org/wiki/Choi_Hye-young,"Korea, South","Korea, South",51.6,EAST ASIA,1064128357,C
3797,Choi Jae-hyung,https://en.wikipedia.org/wiki/Choi_Jae-hyung,"Korea, South","Korea, South",51.6,EAST ASIA,1100197511,GA
3798,Choi Jong-won,https://en.wikipedia.org/wiki/Choi_Jong-won,"Korea, South","Korea, South",51.6,EAST ASIA,1077992255,C
3799,Choi Sae-hwang,https://en.wikipedia.org/wiki/Choi_Sae-hwang,"Korea, South","Korea, South",51.6,EAST ASIA,1084839118,Start
3800,Chun Yung-woo,https://en.wikipedia.org/wiki/Chun_Yung-woo,"Korea, South","Korea, South",51.6,EAST ASIA,1092429890,Stub
3801,Chung Chil-sung,https://en.wikipedia.org/wiki/Chung_Chil-sung,"Korea, South","Korea, South",51.6,EAST ASIA,1115120957,Start
3802,Chung Jin-suk (politician),https://en.wikipedia.org/wiki/Chung_Jin-suk_(politician),"Korea, South","Korea, South",51.6,EAST ASIA,1110180763,GA
3803,Chung Woo-taik,https://en.wikipedia.org/wiki/Chung_Woo-taik,"Korea, South","Korea, South",51.6,EAST ASIA,1100753979,GA
3804,Chung Woon-chun,https://en.wikipedia.org/wiki/Chung_Woon-chun,"Korea, South","Korea, South",51.6,EAST ASIA,1095456157,GA
3805,Ha Tae-keung,https://en.wikipedia.org/wiki/Ha_Tae-keung,"Korea, South","Korea, South",51.6,EAST ASIA,1095456259,C
3806,Han Sun-kyo,https://en.wikipedia.org/wiki/Han_Sun-kyo,"Korea, South","Korea, South",51.6,EAST ASIA,1064117499,GA
3807,Hong Moon-jong,https://en.wikipedia.org/wiki/Hong_Moon-jong,"Korea, South","Korea, South",51.6,EAST ASIA,1064104529,Start
3808,Hong Sook-ja,https://en.wikipedia.org/wiki/Hong_Sook-ja,"Korea, South","Korea, South",51.6,EAST ASIA,1085298467,Start
3809,Hwang Young-cheul,https://en.wikipedia.org/wiki/Hwang_Young-cheul,"Korea, South","Korea, South",51.6,EAST ASIA,1080626657,Start
3810,Hwangbo Seung-hee,https://en.wikipedia.org/wiki/Hwangbo_Seung-hee,"Korea, South","Korea, South",51.6,EAST ASIA,1095459430,C
3811,Jang Kyung-tae,https://en.wikipedia.org/wiki/Jang_Kyung-tae,"Korea, South","Korea, South",51.6,EAST ASIA,1064135322,C
3812,Jang Sung-min,https://en.wikipedia.org/wiki/Jang_Sung-min,"Korea, South","Korea, South",51.6,EAST ASIA,1108891281,Start
3813,Jang Tae-wan,https://en.wikipedia.org/wiki/Jang_Tae-wan,"Korea, South","Korea, South",51.6,EAST ASIA,1065609430,Stub
3814,Jee Man-won,https://en.wikipedia.org/wiki/Jee_Man-won,"Korea, South","Korea, South",51.6,EAST ASIA,987218773,Stub
3815,Jeon Kwang-hoon,https://en.wikipedia.org/wiki/Jeon_Kwang-hoon,"Korea, South","Korea, South",51.6,EAST ASIA,1114570056,GA
3816,Jeong Seung-hwa,https://en.wikipedia.org/wiki/Jeong_Seung-hwa,"Korea, South","Korea, South",51.6,EAST ASIA,1095028849,C
3817,Kang Yong-suk,https://en.wikipedia.org/wiki/Kang_Yong-suk,"Korea, South","Korea, South",51.6,EAST ASIA,1107675472,C
3818,Kim Choong-soo,https://en.wikipedia.org/wiki/Kim_Choong-soo,"Korea, South","Korea, South",51.6,EAST ASIA,1092597492,C
3819,Kim Eun-hye (politician),https://en.wikipedia.org/wiki/Kim_Eun-hye_(politician),"Korea, South","Korea, South",51.6,EAST ASIA,1101948116,GA
3820,Kim Han-jung,https://en.wikipedia.org/wiki/Kim_Han-jung,"Korea, South","Korea, South",51.6,EAST ASIA,1101826080,C
3821,Kim Hyung-shik,https://en.wikipedia.org/wiki/Kim_Hyung-shik,"Korea, South","Korea, South",51.6,EAST ASIA,1089063837,C
3822,Kim Jae-yeon (politician),https://en.wikipedia.org/wiki/Kim_Jae-yeon_(politician),"Korea, South","Korea, South",51.6,EAST ASIA,1104834756,GA
3823,Kim Jong-hoe,https://en.wikipedia.org/wiki/Kim_Jong-hoe,"Korea, South","Korea, South",51.6,EAST ASIA,1064139400,Start
3824,Kim Jong-hwan (military officer),https://en.wikipedia.org/wiki/Kim_Jong-hwan_(military_officer),"Korea, South","Korea, South",51.6,EAST ASIA,1108889400,Stub
3825,Kim Joon-kyo,https://en.wikipedia.org/wiki/Kim_Joon-kyo,"Korea, South","Korea, South",51.6,EAST ASIA,1094552070,C
3826,Kim Jung-hwa (politician),https://en.wikipedia.org/wiki/Kim_Jung-hwa_(politician),"Korea, South","Korea, South",51.6,EAST ASIA,1064122680,Start
3827,Kim Nam-kuk,https://en.wikipedia.org/wiki/Kim_Nam-kuk,"Korea, South","Korea, South",51.6,EAST ASIA,1100206044,C
3828,Kim Se-jin (politician),https://en.wikipedia.org/wiki/Kim_Se-jin_(politician),"Korea, South","Korea, South",51.6,EAST ASIA,1064137673,Stub
3829,"Kim Seon-dong (politician, born 1967)","https://en.wikipedia.org/wiki/Kim_Seon-dong_(politician,_born_1967)","Korea, South","Korea, South",51.6,EAST ASIA,1091436290,Start
3830,Kim Woong,https://en.wikipedia.org/wiki/Kim_Woong,"Korea, South","Korea, South",51.6,EAST ASIA,1095456056,C
3831,Kim Yong-hwan (activist),https://en.wikipedia.org/wiki/Kim_Yong-hwan_(activist),"Korea, South","Korea, South",51.6,EAST ASIA,1103661091,C
3832,"Kim Young-bae (politician, born 1967)","https://en.wikipedia.org/wiki/Kim_Young-bae_(politician,_born_1967)","Korea, South","Korea, South",51.6,EAST ASIA,1064135553,C
3833,Yun-Tae Kim,https://en.wikipedia.org/wiki/Yun-Tae_Kim,"Korea, South","Korea, South",51.6,EAST ASIA,1081469858,Start
3834,Koo Yun-cheol,https://en.wikipedia.org/wiki/Koo_Yun-cheol,"Korea, South","Korea, South",51.6,EAST ASIA,1064131525,C
3835,Kwak Sang-hoon,https://en.wikipedia.org/wiki/Kwak_Sang-hoon,"Korea, South","Korea, South",51.6,EAST ASIA,1109381257,Stub
3836,Kweon Seong-dong,https://en.wikipedia.org/wiki/Kweon_Seong-dong,"Korea, South","Korea, South",51.6,EAST ASIA,1100513078,C
3837,Lee Baek-yun,https://en.wikipedia.org/wiki/Lee_Baek-yun,"Korea, South","Korea, South",51.6,EAST ASIA,1096054624,Start
3838,Lee Cha-su,https://en.wikipedia.org/wiki/Lee_Cha-su,"Korea, South","Korea, South",51.6,EAST ASIA,1101776299,Stub
3839,Lee Chul-woo,https://en.wikipedia.org/wiki/Lee_Chul-woo,"Korea, South","Korea, South",51.6,EAST ASIA,1072898156,Stub
3840,Lee In-je,https://en.wikipedia.org/wiki/Lee_In-je,"Korea, South","Korea, South",51.6,EAST ASIA,1081993218,Start
3841,Lee Keun-shik,https://en.wikipedia.org/wiki/Lee_Keun-shik,"Korea, South","Korea, South",51.6,EAST ASIA,1066448181,Start
3842,Lee Sang-kyu,https://en.wikipedia.org/wiki/Lee_Sang-kyu,"Korea, South","Korea, South",51.6,EAST ASIA,1102853630,GA
3843,Lee Su-jin (politician),https://en.wikipedia.org/wiki/Lee_Su-jin_(politician),"Korea, South","Korea, South",51.6,EAST ASIA,1089061824,C
3844,Lee Tae-bok,https://en.wikipedia.org/wiki/Lee_Tae-bok,"Korea, South","Korea, South",51.6,EAST ASIA,1100038569,Stub
3845,Min Jong-gi,https://en.wikipedia.org/wiki/Min_Jong-gi,"Korea, South","Korea, South",51.6,EAST ASIA,1111213333,Stub
3846,Moon Sung-hyun,https://en.wikipedia.org/wiki/Moon_Sung-hyun,"Korea, South","Korea, South",51.6,EAST ASIA,987008633,Stub
3847,Moon Sung-keun,https://en.wikipedia.org/wiki/Moon_Sung-keun,"Korea, South","Korea, South",51.6,EAST ASIA,1102261946,C
3848,Noh Hyeong-ouk,https://en.wikipedia.org/wiki/Noh_Hyeong-ouk,"Korea, South","Korea, South",51.6,EAST ASIA,1087611699,C
3849,Oh Shin-hwan,https://en.wikipedia.org/wiki/Oh_Shin-hwan,"Korea, South","Korea, South",51.6,EAST ASIA,1103665348,GA
3850,Pak Tongjin,https://en.wikipedia.org/wiki/Pak_Tongjin,"Korea, South","Korea, South",51.6,EAST ASIA,1109535553,Stub
3851,Park Jong-sun,https://en.wikipedia.org/wiki/Park_Jong-sun,"Korea, South","Korea, South",51.6,EAST ASIA,987435977,Stub
3852,Park Joo-hyun (politician),https://en.wikipedia.org/wiki/Park_Joo-hyun_(politician),"Korea, South","Korea, South",51.6,EAST ASIA,1100208904,Start
3853,Park Ju-won (politician),https://en.wikipedia.org/wiki/Park_Ju-won_(politician),"Korea, South","Korea, South",51.6,EAST ASIA,1089062075,Start
3854,"Park Jun-young (government official, born 1967)","https://en.wikipedia.org/wiki/Park_Jun-young_(government_official,_born_1967)","Korea, South","Korea, South",51.6,EAST ASIA,1102857674,Start
3855,Park Kwang-on,https://en.wikipedia.org/wiki/Park_Kwang-on,"Korea, South","Korea, South",51.6,EAST ASIA,1086823866,C
3856,Park Myung-keun,https://en.wikipedia.org/wiki/Park_Myung-keun,"Korea, South","Korea, South",51.6,EAST ASIA,1039915929,Start
3857,Park Seung,https://en.wikipedia.org/wiki/Park_Seung,"Korea, South","Korea, South",51.6,EAST ASIA,1092597275,C
3858,Seonu Hwi,https://en.wikipedia.org/wiki/Seonu_Hwi,"Korea, South","Korea, South",51.6,EAST ASIA,1100113071,Start
3859,Shin Jeong-yil,https://en.wikipedia.org/wiki/Shin_Jeong-yil,"Korea, South","Korea, South",51.6,EAST ASIA,1060114009,C
3860,Shin Seong-il,https://en.wikipedia.org/wiki/Shin_Seong-il,"Korea, South","Korea, South",51.6,EAST ASIA,1115089132,C
3861,Song Ja,https://en.wikipedia.org/wiki/Song_Ja,"Korea, South","Korea, South",51.6,EAST ASIA,1070719340,Start
3862,Song Ki-seok,https://en.wikipedia.org/wiki/Song_Ki-seok,"Korea, South","Korea, South",51.6,EAST ASIA,1022487182,Start
3863,Woo Hee-jong,https://en.wikipedia.org/wiki/Woo_Hee-jong,"Korea, South","Korea, South",51.6,EAST ASIA,1064138301,Stub
3864,Woo Sang-ho (politician),https://en.wikipedia.org/wiki/Woo_Sang-ho_(politician),"Korea, South","Korea, South",51.6,EAST ASIA,1114229571,GA
3865,Yeo Sang-kyoo,https://en.wikipedia.org/wiki/Yeo_Sang-kyoo,"Korea, South","Korea, South",51.6,EAST ASIA,1078834977,C
3866,Yun Chi-chang,https://en.wikipedia.org/wiki/Yun_Chi-chang,"Korea, South","Korea, South",51.6,EAST ASIA,1095472696,Stub
3867,Yun Hee-suk,https://en.wikipedia.org/wiki/Yun_Hee-suk,"Korea, South","Korea, South",51.6,EAST ASIA,1076833954,C
3868,Yun Ho-jung,https://en.wikipedia.org/wiki/Yun_Ho-jung,"Korea, South","Korea, South",51.6,EAST ASIA,1092133238,GA
3869,Yun Il-seon,https://en.wikipedia.org/wiki/Yun_Il-seon,"Korea, South","Korea, South",51.6,EAST ASIA,1096256383,Start
3870,Yun So-ha,https://en.wikipedia.org/wiki/Yun_So-ha,"Korea, South","Korea, South",51.6,EAST ASIA,1064118955,Start
3871,Yun Young-sun (minister),https://en.wikipedia.org/wiki/Yun_Young-sun_(minister),"Korea, South","Korea, South",51.6,EAST ASIA,1064136034,Stub
3872,Bak Gyusu,https://en.wikipedia.org/wiki/Bak_Gyusu,Korean,,,,1105280259,C
3873,Bak Jeongyang,https://en.wikipedia.org/wiki/Bak_Jeongyang,Korean,,,,1111645709,Start
3874,Bak Jungyang,https://en.wikipedia.org/wiki/Bak_Jungyang,Korean,,,,1085228273,C
3875,Chang Deok-soo,https://en.wikipedia.org/wiki/Chang_Deok-soo,Korean,,,,978485347,Stub
3876,Cho Bong-am,https://en.wikipedia.org/wiki/Cho_Bong-am,Korean,,,,1084726831,Start
3877,Cho Man-sik,https://en.wikipedia.org/wiki/Cho_Man-sik,Korean,,,,1110883678,GA
3878,Choe Bu,https://en.wikipedia.org/wiki/Choe_Bu,Korean,,,,1097825392,FA
3879,Choe Yun-ui,https://en.wikipedia.org/wiki/Choe_Yun-ui,Korean,,,,1067780824,Start
3880,Chough Pyung-ok,https://en.wikipedia.org/wiki/Chough_Pyung-ok,Korean,,,,1058634462,C
